Latitude,Longitude,Lanes_Blocked,is_self_accident,acc_year,acc_month,acc_day,acc_weekday,acc_hour,Direction_Numeric,Involved_car,Involved_bus,Involved_van,Involved_sportsveh,Involved_truck,Involved_taxi,Involved_motorcycle,Involved_puj,Involved_pick,Involved_uv,Involved_elf,Involved_trailer,Involved_pedestrian,Involved_rallyist,Involved_bicycle,Sum
14.559818,121.040737,1.0,0,2018,8,26,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.559818,121.051749,1.0,0,2018,8,26,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.559818,121.072539,1.0,0,2018,8,26,6,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.589279,121.068008,1.0,0,2018,8,26,6,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.710474,121.061091,1.0,0,2018,8,26,6,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
14.605472,121.079122,1.0,0,2018,8,26,6,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.673362,121.08021200000002,1.0,0,2018,8,26,6,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.673362,121.055076,1.0,0,2018,8,26,6,13,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
14.61366,121.053801,1.0,0,2018,8,26,6,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.582431,121.054467,1.0,0,2018,8,26,6,15,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
14.654565,121.035178,2.0,0,2018,8,26,6,16,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
14.674882,121.081396,1.0,0,2018,8,26,6,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.556079,121.062936,1.0,0,2018,8,26,6,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.556079,121.052548,1.0,0,2018,8,26,6,19,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
14.582904,120.975473,1.0,0,2018,8,26,6,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
14.658468,120.98401,1.0,0,2018,8,26,6,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.574014000000002,121.04841,1.0,0,2018,8,26,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.574014000000002,121.04841,1.0,0,2018,8,26,6,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.528998,120.993456,1.0,0,2018,8,27,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.616276,121.00006100000002,1.0,0,2018,8,27,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.605745,121.057513,1.0,0,2018,8,27,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.586681,121.056314,1.0,0,2018,8,27,0,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14.572454,121.047299,1.0,0,2018,8,27,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.609768,121.055583,1.0,0,2018,8,27,0,14,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
14.616404,121.052548,1.0,0,2018,8,27,0,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.61366,121.053801,1.0,0,2018,8,27,0,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.584488,121.055562,1.0,0,2018,8,27,0,18,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
14.66533,121.070469,1.0,0,2018,8,27,0,22,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
14.581153,121.053565,1.0,0,2018,8,27,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.581010999999998,120.999285,1.0,0,2018,8,27,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
14.667910999999998,121.033938,1.0,0,2018,8,27,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.628035,121.047229,1.0,0,2018,8,27,0,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.588871,121.065865,1.0,0,2018,8,27,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
14.588871,121.065865,1.0,0,2018,8,27,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
14.61366,121.053801,1.0,0,2018,8,27,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
14.61474,121.070685,1.0,0,2018,8,27,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.627753,121.081061,1.0,0,2018,8,27,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
14.554949,121.034967,1.0,0,2018,8,27,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
